Wall time,Step,Value
1775834336.7957122,2260000,-58133372.0
1775834409.3385499,2270000,-58064864.0
1775834415.1244924,2280000,-58170548.0
1775834421.2188847,2290000,-58155784.0
1775834493.8324392,2300000,-58065516.0
1775834504.66072,2310000,-58126172.0
1775834510.559164,2320000,-58084668.0
1775834587.2681108,2330000,-58146212.0
1775834592.8873568,2340000,-58148064.0
1775834598.6672044,2350000,-58305192.0
1775834604.4992602,2360000,-58130900.0
1775834678.0922914,2370000,-58529996.0
1775834684.6292493,2380000,-58196624.0
1775834691.034281,2390000,-58193416.0
1775834769.0146313,2400000,-58030472.0
1775834779.1595087,2410000,-58273808.0
1775834785.2366889,2420000,-58076212.0
1775834861.1431267,2430000,-57995056.0
1775834866.6886468,2440000,-58042704.0
1775834872.4852333,2450000,-58147916.0
1775834878.2836156,2460000,-58058084.0
1775834945.3337946,2470000,-58133452.0
1775834951.0125332,2480000,-57990056.0
1775834956.689882,2490000,-57974068.0
1775835025.9459908,2500000,-57896512.0
1775835036.1013644,2510000,-58027800.0
1775835041.6303353,2520000,-57952684.0
1775835113.4497232,2530000,-57920832.0
1775835119.6710067,2540000,-58006900.0
1775835126.1790273,2550000,-57969040.0
1775835193.6691396,2560000,-57841184.0
1775835199.3035822,2570000,-58005368.0
1775835205.0324774,2580000,-58062744.0
1775835210.6610432,2590000,-57997188.0
1775835277.6625557,2600000,-57996248.0
1775835288.132242,2610000,-58012684.0
1775835294.3267984,2620000,-57939288.0
1775835364.51384,2630000,-57891312.0
1775835370.478517,2640000,-57909140.0
1775835376.127283,2650000,-57972172.0
1775835444.0782905,2660000,-57854684.0
1775835450.0267808,2670000,-57742744.0
1775835456.3097582,2680000,-57905640.0
1775835533.7591677,2690000,-57774692.0
1775835540.0764165,2700000,-57754440.0
1775835550.8785014,2710000,-57828612.0
1775835557.2447066,2720000,-57757760.0
1775835633.1098704,2730000,-57990248.0
1775835639.1427066,2740000,-58352296.0
1775835645.4163704,2750000,-58110636.0
1775835721.5971832,2760000,-57981348.0
1775835727.8928242,2770000,-58049416.0
1775835734.151017,2780000,-57877120.0
1775835809.7012992,2790000,-57957884.0
1775835816.0991662,2800000,-57800616.0
1775835828.77816,2810000,-57886116.0
1775835835.135625,2820000,-57708752.0
1775835911.463077,2830000,-57821344.0
1775835917.6705103,2840000,-57811688.0
1775835923.9269423,2850000,-57814384.0
1775835997.4338064,2860000,-57736956.0
1775836003.419661,2870000,-57626684.0
1775836009.4050837,2880000,-57678824.0
1775836081.128816,2890000,-57871592.0
1775836087.0440862,2900000,-58005380.0
